['additions'],['closedAt'],['createdAt'],['deletions'],['merged'],['mergedAt'],['paticipants'],['publishedAt'],['title']
82,2012-8/31,2012-8/31,67,True,2012-8/31,2,2012-8/31,Dev classes: ChunkCachePerformanceTest and TerrainPreviewGenerator
4496,2012-9/6,2012-9/6,2040,True,2012-9/6,5,2012-9/6,Gui
173,2012-9/7,2012-9/7,8,True,2012-9/7,2,2012-9/7,Log TerasologyVersion
7609,2012-9/8,2012-9/8,6625,False,,2,2012-9/8,-Physic System/Bullet has been updated 
735,2012-9/13,2012-9/13,53,True,2012-9/13,4,2012-9/13,Add GUI animation
47,2012-9/13,2012-9/13,18,True,2012-9/13,3,2012-9/13,Create VERSION.markdown with Jenkins for ZIP
2253,2012-9/14,2012-9/14,619,True,2012-9/14,4,2012-9/14,Gui
176,2012-9/16,2012-9/16,84,True,2012-9/16,3,2012-9/16,Gui
605,2012-9/19,2012-9/19,163,True,2012-9/19,3,2012-9/19,Added types of game
1356,2012-9/19,2012-9/19,280,True,2012-9/19,4,2012-9/19,Gui
3,2012-9/20,2012-9/20,0,True,2012-9/20,1,2012-9/20,Bugfix position bookcase and chest. Fix count of cells for bookcase
15314,2012-9/21,2012-9/21,83,True,2012-9/21,1,2012-9/21,Skeletal anim
879,2012-9/23,2012-9/23,281,True,2012-9/23,2,2012-9/23,Gui
1707,2012-9/25,2012-9/25,0,True,2012-9/25,2,2012-9/25,Buildinggen
21,2012-10/7,2012-10/7,4,True,2012-10/7,4,2012-10/7,Convert EOL to Windows CRLF
5,2012-10/11,2012-10/11,3,True,2012-10/11,2,2012-10/11,Removed file extensions
556,2012-10/11,2012-10/11,516,False,,2,2012-10/11,Added first and last spawn position
2797,2012-10/13,2012-10/13,6228,True,2012-10/13,1,2012-10/13,Mod Arc phase 2
32,2012-10/13,2012-10/13,16,True,2012-10/13,1,2012-10/13,Fixed unit tests.
686,2012-10/13,2012-10/13,647,True,2012-10/13,1,2012-10/13,Mod arc - Applet fix
737,2012-10/19,2012-10/19,460,True,2012-10/19,1,2012-10/19,Mod arc - Mod selection menu
0,2012-10/22,2012-10/22,0,True,2012-10/22,2,2012-10/22,Bugfix: mod potions
1,2012-10/25,2012-10/25,1,True,2012-10/25,2,2012-10/25,Fixed the link to the image in README.markdown
1379,2012-12/4,2012-12/4,107,True,2012-12/4,3,2012-12/4,More noise generators and gui option to use them
2,2012-12/9,2012-12/9,2,True,2012-12/9,3,2012-12/9,Two very simple bugfixes
43,2012-12/10,2012-12/10,17,True,2012-12/10,2,2012-12/10,Added two new commands:
21,2012-12/11,2012-12/11,4,True,2012-12/11,3,2012-12/11,Improved /placeBlock command to use BlockFamily.
1152,2012-12/13,2012-12/13,389,False,,4,2012-12/13,Hierarchical Ai
57,2012-12/13,2012-12/13,16,True,2012-12/13,2,2012-12/13,Revision of the Commands class:
376,2012-12/14,2012-12/14,7,False,,2,2012-12/14,Develop
1521,2012-12/14,2012-12/14,1,True,2012-12/14,2,2012-12/14,The new block mods and shapes from A'nW.
1977,2013-1/18,2012-12/18,61,True,2013-1/18,4,2012-12/18,Sparse chunks
1244,2012-12/20,2012-12/20,65,False,,2,2012-12/20,Hierarchial Ai and mobs. +some small bonus
529,2012-12/22,2012-12/22,38,True,2012-12/22,3,2012-12/22,Adding new functional mod which enables creation of locomotive cube
600,2013-1/3,2013-1/3,36,True,2013-1/3,2,2013-1/3,Additions for sparse chunks
4878,2013-1/12,2013-1/12,319,False,,2,2013-1/12,Protobuf support for TeraArrays and Chunks
2407,2013-1/12,2013-1/12,894,True,2013-1/12,2,2013-1/12,Grammar System Update
82,2013-1/14,2013-1/14,7,True,2013-1/14,3,2013-1/14,Added comamnd fullscreen + toggle button in the video config menu
622,2013-1/14,2013-1/14,42,False,,3,2013-1/14,hunger system
1037,2013-1/14,2013-1/14,29,True,2013-1/14,2,2013-1/14,Hunger and Consumable Systems
2931,2013-1/14,2013-1/14,94,True,2013-1/14,3,2013-1/14,Added crafting system
4878,2013-1/15,2013-1/15,319,True,2013-1/15,2,2013-1/15,Chunk storage - new attempt
272,2013-1/17,2013-1/17,62,True,2013-1/17,2,2013-1/17,Universal spawning
758,2013-1/18,2013-1/18,417,False,,3,2013-1/18,The craftSystem is mod now.
2639,2013-1/19,2013-1/19,2633,True,2013-1/19,2,2013-1/19,Made the Grammar System a module.
759,2013-1/20,2013-1/20,417,True,2013-1/20,2,2013-1/20,The craftSystem is mod now. Part two (merged with the current develop branch)
1205,2013-1/21,2013-1/21,32,True,2013-1/21,4,2013-1/21,"Audio upgrades, some mobs, more ways to die"
259,2013-1/22,2013-1/22,118,True,2013-1/22,4,2013-1/22,Added logger . And some stuff
219,2013-1/26,2013-1/26,0,False,,3,2013-1/26,Added some action for the fence
1644,2013-2/31,2013-1/31,961,True,2013-2/31,5,2013-1/31,Develop
94,2013-2/2,2013-2/2,91,True,2013-2/2,2,2013-2/2,Update gradle version (1.1 -> 1.4)
330,2013-2/4,2013-2/4,0,True,2013-2/4,2,2013-2/4,Few new blocks.
1,2013-2/4,2013-2/4,1,True,2013-2/4,2,2013-2/4,Bugfix for file logging
24,2013-2/9,2013-2/9,17,True,2013-2/9,3,2013-2/9,Important issue with LocalChunkProvider
22,2013-2/9,2013-2/9,0,True,2013-2/9,2,2013-2/9,A horizontalOffsetPlane block shape for things like train tracks and whatever.
22,2013-2/9,2013-2/9,27,True,2013-2/9,2,2013-2/9,Some minor tweaks
959,2013-2/10,2013-2/10,183,False,,3,2013-2/10,"Terasology. New block family. Fences, rails and lader as a bonus"
13,2013-2/10,2013-2/10,11,True,2013-2/10,2,2013-2/10,Increased initial distance for dropped blocks and made inventories persi...
1,2013-2/10,2013-2/10,1,True,2013-2/10,2,2013-2/10,Relative image link (README.markdown)
939,2013-2/11,2013-2/11,181,True,2013-2/11,2,2013-2/11,"Terasology. New block family. Fences, rails and lader as bonus"
7,2013-2/17,2013-2/17,1,True,2013-2/17,2,2013-2/17,Block shape tweaks.
29,2013-2/20,2013-2/20,20,False,,4,2013-2/20,Develop
32744,2014-1/12,2013-3/12,12515,False,,13,2013-3/12,Add a spawn block algorithm.
68,2013-4/24,2013-3/24,36,True,2013-4/24,3,2013-3/24,Fix OpenGL Errors
1,2013-3/30,2013-3/30,1,True,2013-3/30,3,2013-3/30,A bux fix for issue #340
5,2013-4/2,2013-4/2,6,True,2013-4/2,2,2013-4/2,Bugfix for #198
1,2013-4/2,2013-4/2,0,True,2013-4/2,2,2013-4/2,Bugfix for #390
72,2013-4/5,2013-4/5,59,True,2013-4/5,2,2013-4/5,Adaptation of the versionInfo to the TerasologyLauncher code
59,2013-4/5,2013-4/5,29,True,2013-4/5,2,2013-4/5,Little changes to checkstyle.xml (copied from TerasologyLauncher)
18,2013-4/6,2013-4/6,11,True,2013-4/6,2,2013-4/6,Fix for Issue #471 and #470
4,2013-4/7,2013-4/7,4,True,2013-4/7,2,2013-4/7,Develop
250,2013-4/10,2013-4/10,116,True,2013-4/10,3,2013-4/10,multiplayer block-item dropping now works
25,2013-5/14,2013-4/14,2,False,,5,2013-4/14,Removing of Special Chars in WorldTitle
2,2013-4/15,2013-4/15,2,True,2013-4/15,2,2013-4/15,Fix for issue #445
10,2013-4/15,2013-4/15,1,False,,2,2013-4/15,Group Normal/Debug Key Bindings More
2240,2013-4/15,2013-4/15,802,True,2013-4/15,2,2013-4/15,Advanced Monitoring Tool
6,2013-4/15,2013-4/15,7,False,,2,2013-4/15,Remove camera bob on death
14,2013-4/17,2013-4/17,1,True,2013-4/17,2,2013-4/17,Fixes #490 - clean up normal/debug keys
6,2013-4/17,2013-4/17,8,True,2013-4/17,2,2013-4/17,Fixes #492 - Camera bob on death
1536,2013-5/21,2013-4/21,99,True,2013-5/21,2,2013-4/21,Switched chunk storage from java object serialization to protobuf.
46,2013-4/22,2013-4/22,0,False,,3,2013-4/22,"Create MCLMDLCube, for the Model "
1,2013-4/24,2013-4/24,1,True,2013-4/24,2,2013-4/24,Fixed tiny bug with huge performance impact on world rendering.
441,2013-6/26,2013-4/26,82,True,2013-6/26,2,2013-4/26,Some additions/improvements for advanced monitoring.
329,2013-4/28,2013-4/28,17,False,,2,2013-4/28,Added 2 new Biomes & MultiSystems
820,2013-5/14,2013-5/14,19,False,,4,2013-5/14,Map Gen Setup Menu
438,2013-5/21,2013-5/21,183,True,2013-5/21,4,2013-5/21,Pathmanager update
69,2013-5/29,2013-5/29,87,True,2013-5/29,3,2013-5/29,Issue #482
25,2013-5/31,2013-5/31,4,True,2013-5/31,4,2013-5/31,Toggle Outline 'Comic' view on/off
2,2013-5/31,2013-5/31,9,True,2013-5/31,2,2013-5/31,Changes on video options cause compilation of shaders on exit only
1,2013-5/31,2013-5/31,1,True,2013-5/31,2,2013-5/31,"Fixed sound issues, when Alt+Tabbed"
16,2013-6/2,2013-6/2,5,True,2013-6/2,2,2013-6/2,Develop
1705,2013-6/3,2013-6/3,1,True,2013-6/3,4,2013-6/3,Block networks and Signalling
1,2013-6/4,2013-6/4,1,True,2013-6/4,2,2013-6/4,Fix for #523 NullPointerException - correctly removing consumer from map...
366,2013-6/5,2013-6/5,219,True,2013-6/5,3,2013-6/5,Block family refactoring
1111,2013-6/6,2013-6/6,993,False,,4,2013-6/6,"Called ""Organize imports"" in eclipse on project root."
1843,2013-6/9,2013-6/9,19,True,2013-6/9,2,2013-6/9,New Map Generator Setup
6,2013-6/9,2013-6/9,6,True,2013-6/9,3,2013-6/9,Fix for issue #529.
31,2013-6/9,2013-6/9,1,False,,2,2013-6/9,"Added Biome ""Hills"""
1,2013-6/9,2013-6/9,1,True,2013-6/9,2,2013-6/9,Fix for issue #532.
215,2013-6/10,2013-6/10,159,True,2013-6/10,5,2013-6/10,Changed block IDs from byte to short.
54,2013-6/10,2013-6/10,33,True,2013-6/10,2,2013-6/10,Refactor gitignore and build.gradle
6,2013-6/11,2013-6/11,12,True,2013-6/11,3,2013-6/11,Miniscule fix for missing space in single player ui.
30,2013-6/11,2013-6/11,15,True,2013-6/11,2,2013-6/11,Added DoubleClickListener to module dialog.
356,2013-6/12,2013-6/12,1,True,2013-6/12,2,2013-6/12,Adventure-Module
9,2013-6/12,2013-6/12,0,True,2013-6/12,2,2013-6/12,Implemented a watchdog for issue #534.
133,2013-6/13,2013-6/13,101,True,2013-6/13,2,2013-6/13,perBlockDamageBonus uses block categories and families.
8,2013-6/14,2013-6/14,1,True,2013-6/14,2,2013-6/14,Shadow Map FBO Initialization Bug
275,2013-6/14,2013-6/14,0,True,2013-6/14,3,2013-6/14,Light and shadow
0,2013-6/15,2013-6/15,0,True,2013-6/15,1,2013-6/15,Updated some textures.
191,2013-6/16,2013-6/16,129,True,2013-6/16,2,2013-6/16,L&S content (art assets)
4412,2013-6/17,2013-6/17,9,False,,1,2013-6/17,Pathfinder
4405,2013-6/17,2013-6/17,2,True,2013-6/17,2,2013-6/17,Pathfinder
84,2013-6/17,2013-6/17,6,True,2013-6/17,1,2013-6/17,Light & Shadow - Aces
2,2013-6/18,2013-6/18,4,True,2013-6/18,3,2013-6/18,Disable scrolling for mod dialog.
297,2013-6/18,2013-6/18,91,True,2013-6/18,3,2013-6/18,Introducing dynamic BlockFamily creation. New BlockFamily types can be i...
36,2013-6/21,2013-6/21,3,True,2013-6/21,4,2013-6/21,Add tint property for liquids
3228,2013-6/21,2013-6/21,37,True,2013-6/21,3,2013-6/21,"Signalling, BlockNetwork and new BlockFamily"
35,2013-6/22,2013-6/22,6,False,,1,2013-6/22,"Biome ""Hills"""
174,2013-6/22,2013-6/22,30,False,,1,2013-6/22,"Added Biome ""Hills"" & #601 Screenshot Options"
177,2013-6/22,2013-6/22,30,False,,1,2013-6/22,Hills Biome & Issue #601
519,2013-6/22,2013-6/22,123,True,2013-6/22,3,2013-6/22,Fixed shapes and texture coordinates for cable.
402,2013-6/22,2013-6/22,60,False,,2,2013-6/22,Several Additions
1285,2013-6/22,2013-6/22,1348,False,,1,2013-6/22,Modding: per-block-storage extensions
74177,2014-1/22,2013-6/22,17963,False,,12,2013-6/22,Modding: per-block-storage extensions
319,2013-6/22,2013-6/22,21,False,,2,2013-6/22,Hills Terrain Generator
320,2013-7/22,2013-6/22,21,False,,4,2013-6/22,Hills Terrain Gen + fix + Camera Shutter Sound
1173,2013-6/23,2013-6/23,366,True,2013-6/23,3,2013-6/23,New MapGenerator & GameType structure
114,2013-6/27,2013-6/27,89,True,2013-6/27,2,2013-6/27,"Revision of the ""books"" mod."
53853,2014-1/28,2013-6/28,15229,False,,15,2013-6/28,Hills Terrain Gen + fix + Camera Shutter Sound
74,2013-6/28,2013-6/28,3,True,2013-6/28,2,2013-6/28,"Fixes several issues: #630, #631, #632"
10383,2013-7/4,2013-7/4,5809,True,2013-7/4,3,2013-7/4,Signalling version 0.99 (pending graphics and fixes in core for 1.0 release)
18633,2013-7/7,2013-7/7,1443,True,2013-7/7,3,2013-7/7,L&S Minions
1,2013-7/10,2013-7/10,1,True,2013-7/10,3,2013-7/10,Upgrade logback to 1.0.13 to fix UnknownHostException on OS X
6,2013-7/10,2013-7/10,4,True,2013-7/10,2,2013-7/10,"Upgrade LWJGL to 2.9.0, fixing Issue #643"
454,2013-7/12,2013-7/12,67,True,2013-7/12,4,2013-7/12,Add drowning mechanic to players.
270,2013-7/12,2013-7/12,1,True,2013-7/12,3,2013-7/12,Questing Module
3,2013-7/12,2013-7/12,0,True,2013-7/12,2,2013-7/12,Add Idea mod files to gitignore
5,2013-7/12,2013-7/12,1,True,2013-7/12,2,2013-7/12,Use ISO date time at build.gradle
4,2013-7/12,2013-7/12,3,True,2013-7/12,2,2013-7/12,Updated file 'VERSION'
151,2013-8/12,2013-7/12,196,False,,3,2013-7/12,More checkstyle rules
1,2013-7/13,2013-7/13,1,True,2013-7/13,2,2013-7/13,Set sourceCompatibility  to Java 7
3,2013-7/13,2013-7/13,1,True,2013-7/13,2,2013-7/13,Add a version file
2,2013-7/13,2013-7/13,1,False,,2,2013-7/13,Added background and Terasology Header for Applet
24,2013-7/18,2013-7/18,15,True,2013-7/18,2,2013-7/18,Change gitignore
1216,2013-7/18,2013-7/18,135,True,2013-7/18,4,2013-7/18,"Framerate stabilization (during railgun use), minor performance boost and various improvements/additions"
2,2013-8/4,2013-8/4,0,True,2013-8/4,3,2013-8/4,Bat for gradlew.bat idea
2438,2013-9/25,2013-8/25,1360,False,,2,2013-8/25,Physics refactoring
2433,2013-9/28,2013-8/28,1360,True,2013-9/28,3,2013-8/28,Major physics refactoring
526,2013-9/9,2013-9/9,1,False,,3,2013-9/9,Questing for Multiplayer with Beacons!
1,2013-9/13,2013-9/13,0,False,,3,2013-9/13,test
825,2013-9/27,2013-9/27,56,False,,2,2013-9/27,Multiplayer
984,2013-9/28,2013-9/28,39,True,2013-9/28,2,2013-9/28,Tree
1,2013-9/28,2013-9/28,1,True,2013-9/28,2,2013-9/28,Fixed stack overflow error.
136,2013-10/2,2013-10/2,84,True,2013-10/2,4,2013-10/2,Optimizations in chunk tree generation
45,2013-10/4,2013-10/4,1,True,2013-10/4,2,2013-10/4,Add VSync option
527,2013-10/15,2013-10/15,333,True,2013-10/15,3,2013-10/15,Miscellaneous improvements
89,2013-10/18,2013-10/18,8,False,,3,2013-10/18,TeraMath.pow tests
144,2013-10/20,2013-10/20,14,True,2013-10/20,3,2013-10/20,Add proper tests for TeraMath.pow and tweak it to mimick Java Math.pow
74,2013-10/21,2013-10/21,71,True,2013-10/21,2,2013-10/21,Remove magic from EPNoise
459,2013-10/29,2013-10/29,351,True,2013-10/29,2,2013-10/29,Use new random number generator classes
21,2013-10/30,2013-10/30,49,False,,1,2013-10/30,Fixes for last PR
5,2013-10/30,2013-10/30,5,True,2013-10/30,3,2013-10/30,Use HTTPS rather than SSH to fetch modules
9,2013-11/2,2013-11/2,9,False,,2,2013-11/2,mouse input issue fix
11,2013-11/7,2013-11/7,9,True,2013-11/7,2,2013-11/7,Fixed Selection Box Grid Bug #696
10,2013-11/8,2013-11/8,5,True,2013-11/8,2,2013-11/8,Added Legally Blind/Mega view distances
323,2013-11/14,2013-11/14,0,True,2013-11/14,2,2013-11/14,"BlockSelectionComponent, System, Event and Renderer."
4,2013-11/14,2013-11/14,0,True,2013-11/14,2,2013-11/14,Added API annotation to BlockSelection
23,2013-11/15,2013-11/15,2,True,2013-11/15,2,2013-11/15,Added missing selection texture and @API to World/Chunkgenerator
2,2013-11/17,2013-11/17,0,True,2013-11/17,3,2013-11/17,"Added menu entry for ""Drop Item"" and ""Hide HUD"""
30,2013-11/18,2013-11/18,2,True,2013-11/18,2,2013-11/18,Save window position on exit (centered by default)
29,2013-11/19,2013-11/19,6,True,2013-11/19,2,2013-11/19,Several small changes for eclipse setup
162,2013-12/21,2013-11/21,85,True,2013-12/21,4,2013-11/21,More eclipse setup code
2060,2013-11/22,2013-11/22,1808,True,2013-11/22,3,2013-11/22,"Refactor blocks, world generation, and starting inventory out to the Core module"
23,2013-11/25,2013-11/25,1,True,2013-11/25,3,2013-11/25,Added logging of config rendering options on save/load of the config. - Adds #711
373,2013-11/25,2013-11/25,5,True,2013-11/25,3,2013-11/25,"Added ""Preview Map"" dialog window"
478,2013-11/27,2013-11/27,40,False,,3,2013-11/27,Refactor to core
2,2013-11/28,2013-11/28,2,True,2013-11/28,2,2013-11/28,Test environment uses correct asset source; fixes #761
74,2013-12/2,2013-12/2,27,False,,2,2013-12/2,Yay no more IDE plugin brokenness
15,2013-12/3,2013-12/3,2,True,2013-12/3,2,2013-12/3,Added mouseYAxisInverted option to InputConfig
169,2013-12/11,2013-12/11,98,True,2013-12/11,4,2013-12/11,Drowning #651
323,2013-12/11,2013-12/11,3,True,2013-12/11,4,2013-12/11,Added Mersenne Prime Twister random number generator
6,2013-12/12,2013-12/12,6,True,2013-12/12,3,2013-12/12,Fix leave water sounds potentially not playing
732,2013-12/14,2013-12/14,0,True,2013-12/14,2,2013-12/14,Added SimplexNoise
20,2013-12/15,2013-12/15,11,True,2013-12/15,2,2013-12/15,Fix crash report dialog and store LRU world generator
5,2013-12/16,2013-12/16,1,True,2013-12/16,2,2013-12/16,Add guava caching and fix NPE
6,2013-12/19,2013-12/19,1,True,2013-12/19,2,2013-12/19,Truncate debug display of player position to 2 decimals
53,2013-12/23,2013-12/23,128,True,2013-12/23,3,2013-12/23,Upgrade Vecmath to v1.5.2
1018,2013-12/26,2013-12/26,764,True,2013-12/26,5,2013-12/26,Recent unit test structure work and Eclipse prep
2,2014-1/28,2013-12/28,3,False,,2,2013-12/28,Make EntityRef.NULL accessible to Modules
5,2013-12/28,2013-12/28,0,True,2013-12/28,2,2013-12/28,Skip rendering block particles with a null location.
582,2014-1/28,2013-12/28,0,False,,4,2013-12/28,Provide starting-point code formatting templates for eclipse.
1382,2013-12/28,2013-12/28,259,False,,2,2013-12/28,Hud element manager  gui proof of concept
33,2013-12/30,2013-12/30,0,True,2013-12/30,2,2013-12/30,Added purgeWorld event notification
302,2013-12/31,2013-12/31,130,True,2013-12/31,3,2013-12/31,Adding Noise2D and Noise3D
0,2014-1/31,2013-12/31,734,True,2014-1/31,3,2013-12/31,Removed old and unused world/noise generators
1,2013-12/31,2013-12/31,1,True,2013-12/31,3,2013-12/31,Player detection for engine:sensor
333,2014-1/1,2014-1/1,0,True,2014-1/1,2,2014-1/1,Added eclipse style config xml files
8,2014-1/1,2014-1/1,7,True,2014-1/1,4,2014-1/1,Updated checkstyle header for 2014+
49,2014-1/3,2014-1/3,155,True,2014-1/3,2,2014-1/3,Removed noise interface
