['closedAt'],['createdAt'],['merged'],['mergedAt'],['publishedAt'],['title']
2020-3,2020-3,True,2020-3,2020-3,Relative paths to folders below code-workspace not preserved on save
2020-3,2020-3,False,,2020-3,product icons actions
2020-3,2020-3,True,2020-3,2020-3,vscode-minimist -> minimist
2020-4,2020-3,False,,2020-3,Add file icon of MPX language
2020-3,2020-3,False,,2020-3,Add file icon of MPX language
2020-3,2020-3,False,,2020-3,Add file icon of MPX language
2020-4,2020-3,False,,2020-3,Code CLI - Add --state filter to --list-extensions
2020-11,2020-3,False,,2020-3,#7989 Git: Allow empty commits when merging
2020-4,2020-4,True,2020-4,2020-4,Support Copy Paste in Notebook webview
2020-4,2020-4,False,,2020-4,drag&drop a VSIX file on the extensions viewlet
2020-4,2020-4,True,2020-4,2020-4,bugfix  - typescript code completion doesn't recognize property modifiers when more than one exists
2020-4,2020-4,True,2020-4,2020-4,Fix widget in cell editor cutoff by the titlebar.
2020-4,2020-4,True,2020-4,2020-4,Fix #93621. Emit wheel event only when the webview does not scroll.
2020-11,2020-4,True,2020-11,2020-4,Added a warning before dropping a stash.
2020-4,2020-4,True,2020-4,2020-4,fix #93610
2020-4,2020-4,False,,2020-4,Master
2020-11,2020-4,True,2020-11,2020-4,Fix #93946. Remove focus when scrolling.
2020-4,2020-4,False,,2020-4,Update Java grammar
2021-6,2020-4,False,,2020-4,Prompt for settings sync authentication only when the window is active
2020-5,2020-4,True,2020-5,2020-4,Feature #94173: Scroll when inserting suggestion
2020-11,2020-4,True,2020-11,2020-4,Git: ask to save unsaved files before stashing
2020-11,2020-4,True,2020-11,2020-4,Added a setting to open cloned repository automatically.
2020-4,2020-4,True,2020-4,2020-4,Feature: add window title separator prop
2020-11,2020-4,False,,2020-4,"After adding remote, run fetch"
2020-4,2020-4,True,2020-4,2020-4,fixes #94401
2020-4,2020-4,True,2020-4,2020-4,chore: update distro
,2020-4,False,,2020-4,#13680 git support private key password
2020-4,2020-4,True,2020-4,2020-4,CodeLens should be one word
2020-4,2020-4,True,2020-4,2020-4,Timeline fixes
2020-4,2020-4,True,2020-4,2020-4,Show extension display name in custom editor reopen with
2020-4,2020-4,True,2020-4,2020-4,Handle custom editor filenamePattern for paths
2020-4,2020-4,False,,2020-4,Update ripgrepFileSearch.ts
2020-4,2020-4,False,,2020-4,Update ripgrepFileSearch.ts
2020-4,2020-4,False,,2020-4,Update ripgrepTextSearchEngine.ts
2020-4,2020-4,True,2020-4,2020-4,Display extension version
2020-4,2020-4,True,2020-4,2020-4,Initialize terminal switcher with all actions
2020-4,2020-4,True,2020-4,2020-4,Display future events in timeline correctly
2020-4,2020-4,True,2020-4,2020-4,Feat: #94285 Options on saving before running tasks
2020-4,2020-4,True,2020-4,2020-4,Report linux desktop-related env vars in issue reporter
2020-4,2020-4,True,2020-4,2020-4,Issue #93589: Rename 'renameShorthandProperties' setting to 'useAliasesForRenames'
2020-4,2020-4,True,2020-4,2020-4,Bump minimist from 1.2.2 to 1.2.3 in /build
2020-4,2020-4,True,2020-4,2020-4,always report important exe recommendations
2020-4,2020-4,True,2020-4,2020-4,Improve workbench.editorAssociations setting UX
2020-11,2020-4,False,,2020-4,Show cursor in diff review
2020-4,2020-4,False,,2020-4,feat. #94476: Bypass save dialog when autosave setting is onFocusChange
2020-4,2020-4,True,2020-4,2020-4,Address GDK snap issues
2020-4,2020-4,True,2020-4,2020-4,quickInput: Always show input if screen reader attached
2020-4,2020-4,True,2020-4,2020-4,Cleanup built-in extensions mechanism
2020-4,2020-4,True,2020-4,2020-4,Fixes issue #94521: Make sure to always specify Uint32Array length
2020-4,2020-4,True,2020-4,2020-4,fix Iterable.filter and Iterable.map
2020-4,2020-4,True,2020-4,2020-4,Fix tasks getting run twice
2020-4,2020-4,True,2020-4,2020-4,Adopt native iterators across the workbench
2020-4,2020-4,True,2020-4,2020-4,Contributed tasks aren't added to recent
2020-4,2020-4,True,2020-4,2020-4,refs #94507
2020-4,2020-4,True,2020-4,2020-4,Add a terminalShellType context key and use it to disable ctrl+v when pwsh is active
2020-4,2020-4,True,2020-4,2020-4,safest refs #94454
2020-4,2020-4,True,2020-4,2020-4,fixes #94502
2020-4,2020-4,True,2020-4,2020-4,Bump node2
2020-4,2020-4,False,,2020-4, fixes cursor jump/scroll bug (x2)
2020-4,2020-4,False,,2020-4,Mark the schema of our built-in extension's snippets
2020-4,2020-4,True,2020-4,2020-4,Use markdownDescription for snippet.body
2020-4,2020-4,True,2020-4,2020-4,"Add warning about long generated IPC paths, fix #86382"
2020-4,2020-4,True,2020-4,2020-4,Remove extra checks for non-nullable functions/properties
2020-11,2020-4,False,,2020-4,Issue 92279: New feature for adding multiple diff decorations
2020-4,2020-4,True,2020-4,2020-4,fix uri fragment slugification #94508
2020-4,2020-4,True,2020-4,2020-4,use uuid and try dynamic titles
2020-4,2020-4,True,2020-4,2020-4,Spell fix
2020-4,2020-4,True,2020-4,2020-4,Quit centered layout mode when opening a diff editor. Fix #94574.
2020-4,2020-4,True,2020-4,2020-4,chore: bump electron@7.2.1
2020-5,2020-4,True,2020-5,2020-4,build: use separate entitlements for different macOS helper executables
2020-4,2020-4,True,2020-4,2020-4,Allow theming the diff view's diagonal fill with diffEditor.diagonalFill
2020-4,2020-4,False,,2020-4,Fix paths in git commands
2020-4,2020-4,True,2020-4,2020-4,Fix flaky test
2020-4,2020-4,True,2020-4,2020-4,Finalize SourceControlInputBox.visible
2020-4,2020-4,True,2020-4,2020-4,Add action to focus query editor widget
2020-4,2020-4,True,2020-4,2020-4,Use Action2 in terminal and tidy up contributions
2020-8,2020-4,True,2020-8,2020-4,Adds setting to disable cursor movement while typing into Find Widget
2020-4,2020-4,True,2020-4,2020-4,Debug: major theming improvements 🎨 🎉
2020-4,2020-4,True,2020-4,2020-4,"Fixes ""Run and ""Debug"" is always greyed out when the editor first opens"
2020-4,2020-4,True,2020-4,2020-4,Recovery: 94726
2020-4,2020-4,True,2020-4,2020-4,Recovery: 94775
2020-4,2020-4,True,2020-4,2020-4,Recovery: 94742
2020-4,2020-4,True,2020-4,2020-4,Shared editor association setting between custom editor and notebook
2020-4,2020-4,True,2020-4,2020-4,Upgrade to xterm.js 4.5.0
2020-4,2020-4,True,2020-4,2020-4,"Fixes rename preview ""Group Changes By File"" view doesn't show the reference type icon info"
2020-4,2020-4,True,2020-4,2020-4,Recovery: 94734
2020-5,2020-4,True,2020-5,2020-4,Create VsCodeResource for schemed filepaths
2020-4,2020-4,False,,2020-4,Wrap paths in git commands
2020-4,2020-4,False,,2020-4,Disable git pager
2020-4,2020-4,True,2020-4,2020-4,Fix typo in git extension's config description
2020-4,2020-4,True,2020-4,2020-4,Prevent CodeLens CSS selector name from being invalid
2020-4,2020-4,True,2020-4,2020-4,Don't wait on search providers for schemes other than vscode-remote
2020-4,2020-4,False,,2020-4,Add minimal support for JSON-LD. 
2020-4,2020-4,True,2020-4,2020-4,added missing word
2020-4,2020-4,True,2020-4,2020-4,Support validated regex-based link detection and word-based as a fallback that uses quick access 
2020-4,2020-4,True,2020-4,2020-4,Fix to 'Markdown Preview of relative links drops 'host' from path'
2021-8,2020-4,False,,2020-4,Fix the handling of tabs in quickinfo Markdown code blocks
2020-4,2020-4,True,2020-4,2020-4,fixes #94724
2020-4,2020-4,True,2020-4,2020-4,handle windows paths beginning with \\?\
2020-4,2020-4,True,2020-4,2020-4,Reveal file in OS should work for special files like settings.json wi…
2020-4,2020-4,False,,2020-4,IEnvironmentService#userHome is deprecated
2020-4,2020-4,True,2020-4,2020-4,Add transition to backdrop-filter when dragging elements
2020-4,2020-4,True,2020-4,2020-4,File dialog: IEnvironmentService#userHome is deprecated
2020-4,2020-4,True,2020-4,2020-4,Mouse scroll wheel on tabs should switch tabs
2020-4,2020-4,True,2020-4,2020-4,"Revert ""fix #94775 (#94879)"""
2020-4,2020-4,True,2020-4,2020-4,Recovery: fix #94775
2020-4,2020-4,True,2020-4,2020-4,Show notification when extensionHostProcess.js is missing on disk
2020-4,2020-4,True,2020-4,2020-4,Add PowerShell herestring autoclosing pairs
2020-4,2020-4,True,2020-4,2020-4,Bump node-debug
2020-4,2020-4,True,2020-4,2020-4,app.ts - check uris
,2020-4,False,,2020-4,A full editor can be used as git commit message editor
2020-8,2020-4,False,,2020-4,feat: add editor.withSelectionFocus flag
2020-4,2020-4,True,2020-4,2020-4,Increase version
2020-4,2020-4,True,2020-4,2020-4,Update keytar to latest public version
2020-11,2020-4,True,2020-11,2020-4,Offer to show git command output on failure
2020-4,2020-4,True,2020-4,2020-4,Strip \\?\ from absolute Windows paths
2020-5,2020-4,False,,2020-4,add typescript command for missing imports and unused identifiers
2020-4,2020-4,True,2020-4,2020-4,Show a context menu item when not signed into any accounts
2020-4,2020-4,True,2020-4,2020-4,Show confirmation dialog on sign out listing everything using the account
2020-4,2020-4,True,2020-4,2020-4,Notebook: support hidden regions
2020-11,2020-4,False,,2020-4,Open a file using system default application
2020-11,2020-4,False,,2020-4,Use new debug colour contributions in built-in themes
2020-4,2020-4,True,2020-4,2020-4,specific condicon names (WIP)
2020-4,2020-4,True,2020-4,2020-4,Improve sync flow from Accounts UI
2020-4,2020-4,True,2020-4,2020-4,Fixes - Git on network drive broken after upgrade to 1.44.0
2020-4,2020-4,True,2020-4,2020-4,Use `argument` in addition to `folderUri` when conditionally resolving some variables.
2020-6,2020-4,False,,2020-4,better dynamic icons Activity Bar
2020-4,2020-4,True,2020-4,2020-4,"Add configurations field to launch.json, workspace.json or .code-workspace when it does not exist"
2020-4,2020-4,True,2020-4,2020-4,chore: bump electron@7.2.2
2020-4,2020-4,True,2020-4,2020-4,Surface terminal environment variable changes in the UI
2020-4,2020-4,True,2020-4,2020-4,Do not let git use a pager
2020-4,2020-4,True,2020-4,2020-4,track new git remote
2020-4,2020-4,True,2020-4,2020-4,fix #95510 'Reveal in Side Bar' confused by case-sensitive FileSystem…
2020-4,2020-4,True,2020-4,2020-4,TS: Add setting to prompt users about workspace tsdk
2020-4,2020-4,True,2020-4,2020-4,quick access - prevent key blubbling
2020-11,2020-4,False,,2020-4,Show repository name in status bar
2020-4,2020-4,True,2020-4,2020-4,Terminal link hover improvements
2020-5,2020-4,True,2020-5,2020-4,feat: use configNamespace for registering language providers of other extensions
2020-9,2020-4,True,2020-9,2020-4,Register mimetype for *.code-workspace
2020-4,2020-4,True,2020-4,2020-4,Update markersViewModel on MarkersView construction
2020-11,2020-4,False,,2020-4,Normalize whitespace within snippets
2020-4,2020-4,True,2020-4,2020-4,Make hover actions keyboard accessible
2020-11,2020-4,False,,2020-4,Show keybinding source in GUI
2020-11,2020-4,False,,2020-4,Use LabelService for SCM repo name (fixes #40548)
2020-4,2020-4,True,2020-4,2020-4,Unify view descriptor and view model into IViewContainerModel
2020-4,2020-4,True,2020-4,2020-4,Add `reopen with` command to editor title
2020-4,2020-4,True,2020-4,2020-4,Add SyncActionDescriptor.from helper
2020-4,2020-4,True,2020-4,2020-4,Hide cell output in webview when fold
2020-9,2020-4,False,,2020-4,Fixed inconsistency between delete and deleteAllLeft
2020-4,2020-4,True,2020-4,2020-4,Prevent unexpected rename cancellation
2020-4,2020-4,True,2020-4,2020-4,Ensure @rematch and nextEmbedded can be used together in Monarch grammar
2020-4,2020-4,True,2020-4,2020-4,add more json file extensions #95584
2020-4,2020-4,True,2020-4,2020-4,Make environment variable widget screen reader and keyboard accessible
2020-4,2020-4,False,,2020-4,Add support for LocationLink in API commands
2020-4,2020-4,True,2020-4,2020-4,make API to access theme kind final
2020-4,2020-4,True,2020-4,2020-4,remove duplicate git.pullFrom command
2020-4,2020-4,True,2020-4,2020-4,Convert more calls to SyncActionDescriptor.create to SyncActionDescriptor.from
2020-11,2020-4,False,,2020-4,Add option to disable dirty editor widget
2020-4,2020-4,True,2020-4,2020-4,Add 'open with' to the explorer context menu
2020-4,2020-4,True,2020-4,2020-4,debug: enable js-debug to auto attach
2020-4,2020-4,False,,2020-4,  https://github.com/Microsoft/vscode/emmanuel.
2020-4,2020-4,False,,2020-4,Update app.ts
2020-4,2020-4,True,2020-4,2020-4,change all instances of `wordHighligher` to `wordHighlighter`
2020-4,2020-4,False,,2020-4,fix VSCode can not use microphone and camera on MacOS 10.15
2020-4,2020-4,True,2020-4,2020-4,Fix menu icons mismatch
2020-4,2020-4,True,2020-4,2020-4,list: accessibility 
2021-3,2020-4,True,2021-3,2020-4,Fixes Extension Feature Contributions doesn't render markdownDescription
2020-4,2020-4,True,2020-4,2020-4,Register loading icon for async tree
2020-4,2020-4,True,2020-4,2020-4,Show args in default keybindings
2020-11,2020-4,True,2020-11,2020-4,Avoid loading and twisty codicons set at the same time
2020-4,2020-4,True,2020-4,2020-4,Update compilerOptions for javascript.implicitProjectConfig.experimentalDecorators.
2020-4,2020-4,True,2020-4,2020-4,More directly log account id in settings sync
2020-4,2020-4,True,2020-4,2020-4,Fix 'No Auth Token' message on settings sync sign in
2020-4,2020-4,True,2020-4,2020-4,Improve debug viewlet dropdown outline
2020-4,2020-4,True,2020-4,2020-4,Adopt `vscode-oniguruma`
2020-10,2020-4,False,,2020-4,Fix firefox scroll speed
2020-4,2020-4,True,2020-4,2020-4,Make terminal echo integration test more reliable
2020-4,2020-4,True,2020-4,2020-4,Notebook integration test and undo/redo
2020-11,2020-4,False,,2020-4,fixed #92146
2020-4,2020-4,True,2020-4,2020-4,Move EnvironmentVariableCollection API into ExtensionContext
2020-4,2020-4,True,2020-4,2020-4,Provide automatic git authentication to GitHub
2020-4,2020-4,True,2020-4,2020-4,Consistent notebook action names
2020-9,2020-4,False,,2020-4,Neonit/quickinfo text settings
2020-4,2020-4,True,2020-4,2020-4,Treat `.gitignore_global` as an Ignore file by default.
2020-4,2020-4,True,2020-4,2020-4,Throttle status bar spinner animations to save CPU
2020-4,2020-4,True,2020-4,2020-4,Move toggle editor type command out of custom editors
2020-4,2020-4,True,2020-4,2020-4,Clean up CallstackOrException telemetry in typescript-language-features
2020-6,2020-4,True,2020-6,2020-4,Initial implementation: Support \U\u\L\l replace modifiers
2020-5,2020-4,True,2020-5,2020-4,Go back to just file for deb icon
2020-5,2020-4,True,2020-5,2020-4,[WIP] split and join
2020-4,2020-4,True,2020-4,2020-4,Fixes clicking on problems filter inputbox makes problems panel callapse
2020-4,2020-4,True,2020-4,2020-4,Update vscode.d.ts - Fix code comment block for Pseudoterminal.onDidClose
2020-4,2020-4,True,2020-4,2020-4,selectively propagate debugging arguments for payload
2020-5,2020-4,False,,2020-4,Add Sort Order Option setting to address #27759
2020-4,2020-4,True,2020-4,2020-4,:up: playwright@0.15.0
2020-11,2020-4,False,,2020-4,Explorer: Allow ./ prefix when creating/renaming file
2020-4,2020-4,True,2020-4,2020-4,Focus terminal after dragging a file to terminal
2020-5,2020-4,False,,2020-4,Allow ./ prefix for file
2020-5,2020-4,True,2020-5,2020-4,Focus next item in list after removing breakpoint
2020-4,2020-4,True,2020-4,2020-4,Introduce `files.maxMemoryForClosedFilesUndoStackMB`
2020-4,2020-4,True,2020-4,2020-4,Update npm script compile-extension:typescript-language-features
2020-4,2020-4,True,2020-4,2020-4,Make char position optional in TS stack
2020-4,2020-4,True,2020-4,2020-4,Fix command `scm.mainPane.focus` does not focus Source Control Providers view
2020-4,2020-4,True,2020-4,2020-4,web - add fallback to security exception for clipboard access
2020-5,2020-4,True,2020-5,2020-4,add <path>:line <line> goto pattern #95856
2020-4,2020-4,True,2020-4,2020-4,Update link for automated issue management actions repository
2020-4,2020-4,True,2020-4,2020-4,Fix task recents for contributed tasks
2020-5,2020-4,True,2020-5,2020-4,Use dropdown.background color in debug dropdown
2020-4,2020-4,False,,2020-4,Fix quick-pick pill vertical alignment issue
2020-4,2020-4,True,2020-4,2020-4,1.45 settings description typos
2020-4,2020-4,False,,2020-4,Language selector action and Cell toolbar are overlapping
2020-4,2020-4,True,2020-4,2020-4,Opt in syncing global state
2020-5,2020-4,True,2020-5,2020-4,Clear out stale CSS style properties on webview
2020-4,2020-4,False,,2020-4,Bugfix change
2020-4,2020-4,True,2020-4,2020-4,Set token if either the value or provider has changed
2020-8,2020-5,False,,2020-5,Fixes #95162: preLaunchTask should complete before resolveDebugConfig…
2020-11,2020-5,False,,2020-5,New Option: editor.deleteAllLeadingBlankCharacters
2020-5,2020-5,False,,2020-5,Fix vertical alignment for quick-input count
2020-5,2020-5,False,,2020-5,test
2020-5,2020-5,False,,2020-5,Fix custom action registration id
2020-11,2020-5,False,,2020-5,Fix #90897: check whole line for decreaseIndentPattern
2020-5,2020-5,True,2020-5,2020-5,Distinguish a user removing a row from 'clear' in search
2020-5,2020-5,True,2020-5,2020-5,chore: bump electron@7.2.4
2020-5,2020-5,True,2020-5,2020-5,Text buffer in CellTextModel and hook up with Working Copy Service
2020-11,2020-5,False,,2020-5,Add #96264: Checkout git with detach flag
2020-5,2020-5,True,2020-5,2020-5,chore: bump electron@7.2.4
2020-5,2020-5,True,2020-5,2020-5,editor groups - resolve #96725
2020-5,2020-5,True,2020-5,2020-5,improve propagating debugging arguments (#96337)
2020-5,2020-5,True,2020-5,2020-5,Fix empty item in explorer after clicking on Collapse Folders action while editing new file/folder
2020-5,2020-5,True,2020-5,2020-5,Sync state should be scoped per workspace in Web
2020-5,2020-5,True,2020-5,2020-5,Dont scroll to revealed files option.
2020-5,2020-5,True,2020-5,2020-5,Fixes #96664: Accept `number[]` besides `Uint32Array` for semantic tokens
2020-5,2020-5,True,2020-5,2020-5,drag&drop a VSIX file on the extensions viewlet
2020-11,2020-5,False,,2020-5,hide git ignored files in explorer
2020-5,2020-5,True,2020-5,2020-5,Make image/dockerfile/dockerComposeFile optional
2020-5,2020-5,True,2020-5,2020-5,"Update onDidChangeTreeData event type, fixes #96932"
2020-5,2020-5,True,2020-5,2020-5,Debug: indicate to title when debug breakpoint is hit (Web)
2020-5,2020-5,True,2020-5,2020-5,Prevent aggressive image name encoding
2020-5,2020-5,True,2020-5,2020-5,Restore and fix macOS dark text selection cursor
2020-5,2020-5,True,2020-5,2020-5,Use system-ui alias for UI fonts (fixes #10144)
2020-5,2020-5,False,,2020-5,Make remote status bar item flush with activity bar
2020-5,2020-5,True,2020-5,2020-5,Use generic for providers with resolve methods
2020-6,2020-5,True,2020-6,2020-5,Open in background on vscode.[open|openWith|diff]
2020-5,2020-5,True,2020-5,2020-5,Force custom editors wrapper element in diff view to have 100% height
2020-5,2020-5,True,2020-5,2020-5,Use dropdown.background color in debug dropdown container
2020-5,2020-5,True,2020-5,2020-5,Fix task instance limit
2020-5,2020-5,True,2020-5,2020-5,"Apply scroll area to hover content, not status bar"
2020-5,2020-5,True,2020-5,2020-5,Clean up search view dirty state
2020-5,2020-5,True,2020-5,2020-5,Notebook document creation from UI side and hot exit
2020-5,2020-5,True,2020-5,2020-5,List: re-anounce element when focus did not change on typing
2020-5,2020-5,True,2020-5,2020-5,Adopt xterm provideLink -> provideLinks API change
2020-5,2020-5,True,2020-5,2020-5,create spdlog service after workbench is restored
2020-5,2020-5,True,2020-5,2020-5,"Git: Add ""git rebase --abort"" command"
2020-5,2020-5,True,2020-5,2020-5,statusBar: focusNext and focusPrevious
2020-5,2020-5,True,2020-5,2020-5,Support for pinned tabs
2020-5,2020-5,True,2020-5,2020-5,api: implement extension mode api
2020-5,2020-5,True,2020-5,2020-5,fix: use correct codicon names for folding control colour customisation
2020-6,2020-5,False,,2020-5,[Do not merge] terminal not finding screencast keypress
2020-10,2020-5,True,2020-10,2020-5,Don't focus editor when un-expanded comment is hidden
2020-5,2020-5,True,2020-5,2020-5,"Unify the ""pill"" design"
2020-5,2020-5,True,2020-5,2020-5,Add settings for SCM input font family
2020-5,2020-5,False,,2020-5,Don't keep LOGNAME variable when !inheritEnv
2020-5,2020-5,True,2020-5,2020-5,Added display name to PowerShell task
2020-5,2020-5,True,2020-5,2020-5,Focus notebook output
2020-5,2020-5,False,,2020-5,[don't merge] test commit for indexing
2020-5,2020-5,True,2020-5,2020-5,Fix typo
2020-5,2020-5,True,2020-5,2020-5,Fix filename sort order edge cases in explorer.
2020-11,2020-5,True,2020-11,2020-5,Don't fail when resolving config variables without a `folderUri`.
2020-7,2020-5,True,2020-7,2020-5,Add wildcard support to workspace tags
2020-6,2020-5,True,2020-6,2020-5,Add active toggle foreground color tokens
2020-5,2020-5,True,2020-5,2020-5,Fix #97192 - delete bad setting validation
2020-5,2020-5,True,2020-5,2020-5,fix: entitlement for default helper and browser process
2020-5,2020-5,True,2020-5,2020-5,Add setting to control the sash size
2021-5,2020-5,True,2021-5,2020-5,New Sort Order Lexicographic Options setting for Explorer
2020-5,2020-5,True,2020-5,2020-5,notebooks: rerender output if the webview reloads
2020-5,2020-5,True,2020-5,2020-5,Allow the inline diff editor to be centered.
2020-5,2020-5,False,,2020-5,Allow inline diff editor to be centered in center layout mode
2020-5,2020-5,False,,2020-5,Contextual title
2020-5,2020-5,True,2020-5,2020-5,Add option to create launch config in workspace file
2020-11,2020-5,True,2020-11,2020-5,Add better support for checkout type config
2020-7,2020-5,False,,2020-5,chore: replace vscode-nsfw with nsfw
2020-5,2020-5,True,2020-5,2020-5,Themes: do not set classes to the <body> element.
2020-5,2020-5,True,2020-5,2020-5,Upload folders via D&D in the browser workbench
2020-5,2020-5,True,2020-5,2020-5,fix: new command stageAllMerge
2020-5,2020-5,True,2020-5,2020-5,Fix comment on titleBar theme colors
2020-8,2020-5,False,,2020-5,Added throttle mechanism for mouse wheel on horizontal scroll for tab…
,2020-5,False,,2020-5,Multiple selections with find and replace
2020-5,2020-5,True,2020-5,2020-5,Fixes assigning keybinding to workspace level task does not work
2020-5,2020-5,False,,2020-5,fix: stageAll based on resource group
2020-5,2020-5,False,,2020-5,fix: stageAll based on resource group
2020-5,2020-5,False,,2020-5,refacte extHostTypes edits with semantically const enum insted of mag…
2020-5,2020-5,False,,2020-5,"Add ""Run with PowerShell"" to ps1 Windows Explorer context menu"
2021-1,2020-5,False,,2020-5,fix(jsDoc): remove one space indentation on multiple enters after closing jsDoc
2020-6,2020-5,True,2020-6,2020-5,Fixes problems filter focus outline is cut off in pane header
2020-10,2020-5,True,2020-10,2020-5,Fix launch configuration input variable resolution.
2020-5,2020-5,False,,2020-5,Pass first folder in multi-root workspace during variable resolution of launch configurations.
2020-5,2020-5,True,2020-5,2020-5,Pinned Release Notes tab is blank (looks weird) (fix #97218)
2020-11,2020-5,True,2020-11,2020-5,Add rename by git context menu
2020-5,2020-5,True,2020-5,2020-5,Fix proxy auth dialog for release
2020-5,2020-5,True,2020-5,2020-5,Fixes editor has wrong height when toggling tabs with breadcrumbs visible
2020-5,2020-5,True,2020-5,2020-5,Improvements to the SCM input font family setting
2020-5,2020-5,True,2020-5,2020-5,Fetch and apply additional text edits async
2020-11,2020-5,True,2020-11,2020-5,Add force checkout and smart checkout
2020-6,2020-5,True,2020-6,2020-5,"Add """" around $0 in Linux starting script"
2020-9,2020-5,False,,2020-5,build: update gulp-atom-electron@1.23.0
2020-5,2020-5,True,2020-5,2020-5,retained notebook editor
2020-5,2020-5,True,2020-5,2020-5,fix: gpu helper entitlements
2020-5,2020-5,True,2020-5,2020-5,fix: use electron-osx-sign instead of manual code signing
2020-5,2020-5,False,,2020-5,cpp built-in extension: add gcc problem matcher
2020-5,2020-5,True,2020-5,2020-5,Fixes #97602: LinkedMap got modified during iteration
2020-5,2020-5,True,2020-5,2020-5,"Disable askpass, terminal and github auth when git is disabled"
2020-6,2020-5,True,2020-6,2020-5,Fix #97526
2021-3,2020-5,True,2021-3,2020-5,Add next/prev conflicts
2020-5,2020-5,True,2020-5,2020-5,Add git extension API for branches
2020-5,2020-5,True,2020-5,2020-5,CLI - Add a 1 second timeout for flushing the telemetry
2020-5,2020-5,False,,2020-5,fix list view default translate3d
2020-5,2020-5,True,2020-5,2020-5,debug: filter exceptions from DAP telemetry on web
2020-5,2020-5,True,2020-5,2020-5,Fix #97498. Fallback to default value for translate3d
2020-7,2020-5,False,,2020-5,Make folder icons work as twisties
2020-7,2020-5,True,2020-7,2020-5,Add #97640: Added options to enable codelens for diff editors
2020-5,2020-5,True,2020-5,2020-5,Support more shell script file extensions
2020-5,2020-5,True,2020-5,2020-5,chore: add verbose logging for errors in perf script
2020-5,2020-5,True,2020-5,2020-5,Don't show errors for shell provided tasks
2020-5,2020-5,True,2020-5,2020-5,Add path to LogOptions
2020-5,2020-5,True,2020-5,2020-5,Right trim in simple file dialog
2020-5,2020-5,True,2020-5,2020-5,Extensions - Fixed regression with views dnd
2020-6,2020-5,True,2020-6,2020-5,Add ts/js deprecated support
2020-5,2020-5,True,2020-5,2020-5,Update version for 1.45.1
2020-5,2020-5,True,2020-5,2020-5,feat: implement colour contributions for debug REPL
2020-5,2020-5,True,2020-5,2020-5,fix: use node and yarn even if cache is present
2020-5,2020-5,True,2020-5,2020-5,Add vscode-webview-resource protocol
2020-5,2020-5,True,2020-5,2020-5,fix 97484
2020-5,2020-5,True,2020-5,2020-5,:up: playwright
2020-5,2020-5,True,2020-5,2020-5,Allow style in span in markdown
2020-5,2020-5,True,2020-5,2020-5,Fix indentation and typo of json-language server readme
2020-5,2020-5,True,2020-5,2020-5,vscode api: introduce accessibilityInformation
2020-5,2020-5,True,2020-5,2020-5,Move common parts of editor and terminal hover widget into base ui
2020-5,2020-5,True,2020-5,2020-5,add breakpointMargin property to cell metadata
2020-5,2020-5,False,,2020-5,Focus notification area if empty
2020-5,2020-5,False,,2020-5,Rename github-authentication to github
2020-5,2020-5,True,2020-5,2020-5,editor: introduce anchor selection
2020-5,2020-5,True,2020-5,2020-5,Add property default show context value proeprty
2020-5,2020-5,True,2020-5,2020-5,Use a fixed position context view as a child of the anchor element
2020-6,2020-5,True,2020-6,2020-5,Fixes terminal Env Variables Icon Not Updating Position
2020-5,2020-5,False,,2020-5,Quick input multiline
2020-6,2020-5,True,2020-6,2020-5,Fixes dragging activity icon above hamburger menu drops it to the end
2020-6,2020-5,False,,2020-5,repair show thumbnail && thumbnail opacity generated current-line oveflow
2020-5,2020-5,True,2020-5,2020-5,chore: bump electron@8.2.5
2020-9,2020-5,False,,2020-5,registerTextEditorCommand async documentation
2020-5,2020-5,True,2020-5,2020-5,Separate notebook document and editor events.
2020-5,2020-5,True,2020-5,2020-5,fix #98102
2020-5,2020-5,True,2020-5,2020-5,Expose theme name in webviews
2020-5,2020-5,True,2020-5,2020-5,Move webview's use of setIgnoreMenuShortcuts to main process
2020-5,2020-5,False,,2020-5,A branch
2020-5,2020-5,True,2020-5,2020-5,fix: use electron-osx-sign instead of manual code signing
2020-5,2020-5,True,2020-5,2020-5,Dangling text file models of deleted files hanging around in memory
,2020-5,False,,2020-5,editor use contenteditable instead of textarea
2020-5,2020-5,False,,2020-5,php-language-features: Add html indent rule
2020-5,2020-5,True,2020-5,2020-5,Remove terminal link matchers
2020-5,2020-5,True,2020-5,2020-5,fix: add an option to stopAll in compound launch configs
2020-5,2020-5,True,2020-5,2020-5,Update meaning of order for composite bar
2020-5,2020-5,True,2020-5,2020-5,Fix potential focus infinite loop
2020-5,2020-5,True,2020-5,2020-5,SCM - Add support for filteting on the file path
2020-5,2020-5,True,2020-5,2020-5,editor: conoslidte computing of editor aria labels 
2020-5,2020-5,False,,2020-5,allow linking via workspace://<project-name>/path/to/file and project://path/to/file
2020-5,2020-5,False,,2020-5,Create FileReadableStream class to stream large files for d&d uploads and add progress notification
2020-5,2020-5,True,2020-5,2020-5,chore: bump electron@8.3.0
2020-5,2020-5,True,2020-5,2020-5,Make Neo keyboard layout (layer 4) arrow keys work in explorer view
2020-7,2020-5,False,,2020-5,fix: window focus for second instance on macOS
2020-6,2020-5,True,2020-6,2020-5,Let core command such as  undo/redo be overridden by webviews and notebooks
